codelist,codelist_name,codelist_description,code_id,code_name,code_description,code_parent
ILO:CL_MEASURE(1.0),Measure,,LAI_VDIN_RT,Labour inspection visits per inspector,"This indicator conveys the average number of labour inspection visits conducted by a labour inspector during the year. Labour inspectors are public officials or other authorities who are responsible for three key labour inspection activities: a) securing the enforcement of the legal provisions relating to conditions of work and the protection of workers while engaged in their work, such as provisions relating to hours, wages, safety, health and welfare, the employment of children and young persons, and other connected matters, in so far as such provisions are enforceable by labour inspectors; b) supplying technical information and advice to employers and workers concerning the most effective means of complying with the legal provisions; c) bringing to the notice of the competent authority defects or abuses not specifically covered by existing legal provisions. Labour inspectors have the authority to initiate processes that may lead to legal action. Labour inspection visits refer to the physical presence of a labour inspector in a work place for the purpose of carrying out a labour inspection and which is duly documented as required by national legislation. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EIP_2PLF_NB,Potential labour force -- ILO modelled estimates,"<strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings. </strong> &nbsp; For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,LAP_2GDP_RT,Labour income share  -- ILO modelled estimates,"<strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings.</strong>The labour income share in GDP is the ratio, in percentage, between total labour income and gross domestic product (a measure of total output), both provided in nominal terms.&nbsp;Labour income includes the compensation of employees and part of the income of the self-employed. Self-employed workers earn from both their work and capital ownership. Total compensation of employees refers to the remuneration, in cash or in kind, payable by an enterprise to an employee in return for work done by the latter during the accounting period. The labour income of self-employed is imputed on the basis of a statistical analysis of employees of similar characteristics. The labour income share after accounting for the labour income of the self-employed is often referred to as the adjusted labour income share in GDP. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,LAP_2LID_RT,Labour income distribution  -- ILO modelled estimates,"<p><strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings.</strong>This&nbsp;indicator shows in percentage the share of total labour income that accrues to each decile. Labour income includes the compensation of employees and part of the income of the self-employed. Self-employed workers earn from both their work and capital ownership. Total compensation of employees refers to the remuneration, in cash or in kind, payable by an enterprise to an employee in return for work done by the latter during the accounting period. The labour income of self-employed is imputed on the basis of a statistical analysis of employees of similar characteristics. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.</p>",
ILO:CL_MEASURE(1.0),Measure,,PSE_TPSE_NB,Public sector employment,"The total public sector employment covers all employment of general government sector as defined in System of National Accounts 1993 plus employment of publicly owned enterprises and companies, resident and operating at central, state (or regional) and local levels of government. It covers all persons employed directly by those institutions, without regard for the particular type of employment contract. For more information, see the working paper: <a href=""http://www.ilo.org/public/english/bureau/stat/download/wp_pse_e.pdf"">Statistics on Public Sector Employment: Methodology, Structures and Trends</a>. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,PSE_XGGS_NB,General government sector employment,"The general government sector employment is the total employment of all government units, social security funds and non-market Non Profit Institutions (NPIs) that are controlled and mainly financed by public authority. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,POP_4WAP_NB,Working-age population -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,EAP_4EAP_NB,Labour force -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,EAP_4WAP_RT,Labour force participation rate -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,EMP_4EMP_NB,Employment -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,EMP_4WAP_RT,Employment-to-population ratio -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,EMP_4TRU_NB,Time-related underemployment -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,EMP_4TRU_RT,Time-related underemployment rate -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,UNE_4UNE_NB,Unemployment -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,UNE_4EAP_RT,Unemployment rate -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,LUU_4LU3_RT,Combined rate of unemployment and potential labour force (LU3) -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,LUU_4LU4_NB,Composite measure of labour underutilization (LU4) -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,LUU_4LU4_RT,Composite rate of labour underutilization (LU4) -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,EIP_4PLF_NB,Potential labour force -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,EIP_4PLF_RT,Potential labour force rate -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,EIP_4EIP_NB,Persons outside the labour force -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,EIP_4WAP_RT,Inactivity rate -- 19th ICLS,,
ILO:CL_MEASURE(1.0),Measure,,EIP_2PLF_RT,Potential labour force rate -- ILO modelled estimates,No description available,
ILO:CL_MEASURE(1.0),Measure,,LUU_2LU4_NB,Composite measure of labour underutilization (LU4)  -- ILO modelled estimates,"<strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings. </strong> LU4 represents the share of the extended labour force that are in unemployment, time-related underemployment or the potential labour force. This indicator is part of the&nbsp;<em>ILO Estimates and Projections</em> series. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,GED_2LFP_NB,Prime-age labour force participation of couple households with children under 6  -- ILO modelled estimates,,
ILO:CL_MEASURE(1.0),Measure,,GED_2LFP_RT,Prime-age labour force participation rate -- ILO modelled estimates,,
ILO:CL_MEASURE(1.0),Measure,,MFL_XWAP_NB,Inflow of migrants,"Inflow of working-age migrants refer to the number of immigrants who are 15 years old and over and changed their country of usual residence during the reference period. Data are disaggregated by sex and education. Education refers to the highest level completed, classified according to the latest version of the International Standard Classification of Education (ISCED 2011). For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
